#Field 1: Hipparcos ID (-1 if none)
#Field 2: Tycho 2 ID (-1 if none)
#Field 3, 4, 5: x, y, z in 1/10 parsecs
#Nearest 1000 stars in TGAS+HYP(Hipparcos)
15457 -1 58.844100 69.732260 5.373180
15510 -1 28.392380 33.814990 -41.274990
16134 -1 72.423160 92.591980 -42.331580
16537 -1 18.989700 25.414260 -5.285230
16852 -1 81.638650 113.270870 0.978830
17378 -1 50.065020 73.701890 -15.331310
17651 -1 88.891250 135.385950 -69.582530
18774 -1 19.241270 33.777030 157.779640
18859 -1 92.296610 164.155650 -0.883920
18899 -1 40.317770 72.040780 -22.356490
18915 -1 72.811110 130.346880 105.608810
19849 -1 21.795240 44.328940 -6.637400
19921 -1 40.639660 83.772040 -156.827340
21765 -1 66.072630 182.741990 -31.459410
22263 -1 39.457040 120.727640 -38.672610
22449 -1 24.137210 76.367700 9.779040
23140 -1 32.113950 117.321500 149.908850
23311 -1 22.126050 83.768430 -8.729940
23452 -1 19.853930 77.429320 -31.095380
23693 -1 14.747760 60.856430 -98.187150
23835 -1 33.240070 142.418680 49.345370
24186 -1 5.789970 27.051740 -27.682200
24608 -1 17.126330 89.544390 94.400070
24813 -1 17.134870 95.091660 81.361490
25278 -1 21.226760 135.645630 42.982770
25578 -1 12.087750 86.015680 14.759930
26779 -1 5.942460 72.820020 98.669510
26801 -1 5.963050 73.760120 99.969080
26857 -1 4.427800 56.749350 12.608150
27072 -1 5.588890 82.315150 -34.087500
27111 -1 10.583870 160.902980 26.238460
27321 -1 6.774370 121.978200 -151.221270
27604 -1 3.829990 93.912680 -2.345320
27887 -1 1.679690 64.909660 -112.570940
27913 -1 1.991450 81.239100 30.021870
28103 -1 2.262890 144.243550 -36.417200
28442 -1 -0.199680 140.484190 -84.507350
28936 -1 -4.035230 143.451510 27.241810
28954 -1 -4.284410 147.070280 40.919970
29271 -1 -1.198020 26.792220 -98.391520
29316 -1 -5.109980 107.229730 19.544030
29525 -1 -10.162050 176.129830 33.103140
29800 -1 -13.484060 187.611160 40.915640
29860 -1 -14.433330 191.187730 17.111980
30365 -1 -17.586410 173.288630 27.298770
30920 -1 -5.271460 40.881260 -2.026070
31156 -1 -23.947790 168.808980 54.674410
31592 -1 -29.718510 184.078110 -65.136780
32010 -1 -28.547860 156.848080 70.839610
32349 -1 -4.943230 24.767310 -7.584850
32362 -1 -34.445690 172.034510 40.169000
32439 -1 -6.486700 31.716040 175.776240
32480 -1 -24.526420 118.592590 115.233150
32560 -1 -25.763890 122.170680 95.861630
32919 -1 -28.026200 122.516500 136.523280
32984 -1 -19.624150 84.495350 -7.854220
33142 -1 -11.922790 49.594700 91.536600
33277 -1 -37.231570 151.263110 73.887780
33428 -1 -38.886390 152.897100 93.884270
33852 -1 -35.449430 128.603790 150.139590
34017 -1 -45.626390 160.418020 93.734790
34052 -1 -34.700640 121.340610 -120.020950
34104 -1 -43.617740 151.377050 -29.222590
34603 -1 -14.814140 46.962650 39.211620
34890 -1 -27.412710 82.987750 -174.111840
35136 -1 -37.261390 108.467560 124.026530
35191 -1 -35.013080 101.212240 54.904740
35296 -1 -33.031020 93.937010 -106.703750
35550 -1 -58.883920 161.512580 69.395130
36208 -1 -14.095490 35.148560 3.463580
36215 -1 -66.806910 166.445830 72.622980
36338 -1 -46.331000 113.591170 -7.069520
36349 -1 -51.255460 125.509700 -79.053250
36366 -1 -58.157310 141.957430 95.060080
36627 -1 -37.747460 88.975520 70.815530
36626 -1 -37.396460 88.141150 70.125500
36704 -1 -62.284570 144.954410 119.016580
36850 -1 -53.119380 121.300110 82.387370
37217 -1 -41.256260 89.818660 -38.386540
37279 -1 -14.693120 31.761700 3.200240
37766 -1 -26.218890 53.360480 3.690990
37826 -1 -40.554650 81.951800 48.671710
37853 -1 -55.945020 112.720640 -85.432290
38382 -1 -75.073300 141.532260 -39.642220
38423 -1 -69.402560 130.169330 -102.165180
38910 -1 -75.460390 133.636540 -103.330480
38956 -1 -31.924620 56.305190 56.870600
39757 -1 -93.790370 150.762420 -80.185490
39903 -1 -51.200160 81.138580 -175.259830
40693 -1 -69.229100 100.354110 -27.323440
40702 -1 -25.159140 36.427440 -190.541330
40843 -1 -93.235800 133.075000 83.570220
41554 -1 -97.192240 128.547540 112.910640
41824 -1 -64.126640 82.354790 36.745230
42220 -1 -33.539700 41.261680 127.085270
42430 -1 -114.547060 137.567040 -74.742910
42881 -1 -87.040040 99.788900 -129.999360
43587 -1 -74.292980 79.254660 58.567300
43726 -1 -119.300310 125.388130 -16.465380
43948 -1 -116.288120 119.291730 34.339150
44127 -1 -68.358820 68.833180 107.898780
44248 -1 -84.966770 84.493910 107.073650
44897 -1 -116.919240 108.219920 106.984300
45333 -1 -70.200110 61.921110 171.853840
45343 -1 -26.422380 23.298580 46.220100
45383 -1 -134.569820 118.124350 13.912770
45617 -1 -115.261790 98.537770 82.541810
46509 -1 -136.967430 105.909830 -8.373880
46651 -1 -113.825850 86.790580 -122.109220
46706 -1 -77.581090 58.821190 -23.353510
46853 -1 -66.939350 50.050960 105.747200
47080 -1 -74.508510 54.303480 66.519750
47592 -1 -113.185720 77.615800 -60.861670
47690 -1 -110.826040 75.156480 123.528700
47741 -1 -103.622060 69.942080 63.614540
48113 -1 -107.152670 69.194550 132.181190
48714 -1 -41.414920 24.849070 93.930730
49081 -1 -110.883080 63.367880 79.567420
49189 -1 -87.846290 49.517790 112.345390
49908 -1 -28.184150 14.458420 37.028320
49969 -1 -109.793930 55.895620 -5.777210
49973 -1 -145.125880 73.836790 -54.854440
49986 -1 -70.010780 35.559040 -5.140730
50341 -1 -120.149590 58.104700 -28.275160
50636 -1 -99.752120 46.228800 -48.134940
50954 -1 -40.803710 18.082760 -155.971650
51317 -1 -65.157690 27.347670 1.037300
51459 -1 -66.131020 27.180870 105.924040
52190 -1 -103.619810 37.848150 -85.941600
52296 -1 -122.998220 44.066730 -98.081450
52600 -1 -103.164810 34.840040 86.650690
53721 -1 -103.333190 27.946150 91.200370
53767 -1 -59.314450 15.873580 25.852500
54035 -1 -19.980000 5.043050 14.955040
54211 -1 -34.164830 8.284860 33.392100
54373 -1 -171.773170 40.082130 -61.740650
54658 -1 -120.020490 25.881070 116.176970
54872 -1 -164.422010 33.371080 62.807420
54963 -1 -149.091990 29.435650 -49.805940
54966 -1 -132.977190 26.240870 -44.419780
55454 -1 -121.591720 20.650620 -45.998910
55691 -1 -64.353500 9.999270 -120.686840
56157 -1 -129.630680 16.665250 -18.589980
56662 -1 -136.490160 13.692650 78.559550
56997 -1 -79.222940 6.565420 54.027740
57146 -1 -41.148510 3.022060 -33.930180
57443 -1 -69.994900 4.122340 -59.885630
57632 -1 -106.339260 5.080110 27.675460
57757 -1 -109.148530 4.433790 3.365620
57939 -1 -71.876790 2.202470 55.616230
57959 -1 -193.995000 5.699900 -25.118110
58576 -1 -125.516000 -0.405750 -23.140840
58910 -1 -25.892620 -0.543920 -48.712370
59072 -1 -84.655530 -2.542710 -178.474910
59199 -1 -135.576680 -4.979440 -62.483210
60398 -1 -79.883780 -8.044840 164.839530
60444 -1 -49.736770 -5.129510 118.878810
60559 -1 -83.572790 -9.106600 -27.708750
60910 -1 -129.376290 -16.435660 19.317520
61094 -1 -133.601660 -18.338810 20.902120
61174 -1 -173.843530 -24.486610 -50.991500
61317 -1 -62.662130 -9.292930 55.764810
61495 -1 -130.409730 -20.639440 -136.433530
61629 -1 -58.854150 -9.814560 -76.374180
61706 -1 -138.695510 -23.753760 29.130840
61874 -1 -55.485970 -9.976370 -53.622820
61941 -1 -114.886220 -21.117020 -2.955520
62145 -1 -90.398040 -17.670850 116.878720
62523 -1 -150.185490 -32.460370 71.128770
62556 -1 -40.418900 -8.784280 93.384430
62951 -1 -69.608920 -16.704500 -23.307470
63253 -1 -152.352010 -39.167670 111.070110
63480 -1 -156.884800 -42.352800 -112.130220
63510 -1 -110.195000 -29.927120 25.054830
63721 -1 -39.976630 -11.364520 20.088570
63833 -1 -92.851810 -27.045350 -125.775870
63942 -1 -168.569410 -50.137920 66.557490
64241 -1 -162.110120 -51.103750 53.688710
64394 -1 -76.760720 -24.894140 42.687260
64583 -1 -88.582920 -29.747950 -156.154390
64792 -1 -163.591620 -56.948840 28.751530
64924 -1 -76.511720 -27.246570 -26.878000
65026 -1 -67.635240 -24.537360 79.287180
65109 -1 -135.625690 -49.764160 -107.730820
65269 -1 -148.905200 -56.094530 -67.385700
65343 -1 -153.444170 -58.553520 91.929720
65714 -1 -128.583100 -52.180360 -5.719720
65859 -1 -69.575070 -28.817670 13.790400
65877 -1 -158.678400 -65.911220 -25.908660
66675 -1 -133.719350 -62.438800 -10.801510
67090 -1 -113.049980 -55.802010 40.441970
67153 -1 -145.650890 -72.370990 -105.796130
67155 -1 -46.655030 -23.192650 13.854940
67275 -1 -132.961430 -67.209080 46.850850
67593 -1 -43.128260 -22.702480 21.472580
67620 -1 -156.840970 -82.814300 -80.419040
67927 -1 -94.876710 -51.881420 35.967090
68184 -1 -41.853880 -23.567640 88.439710
68682 -1 -143.178020 -85.638680 31.785590
68933 -1 -123.588080 -76.242040 -106.942880
69064 -1 -23.429290 -14.670990 166.932290
69485 -1 -160.512610 -105.758100 -23.462140
69673 -1 -88.234480 -59.325310 36.989380
69965 -1 -133.382900 -92.543870 -78.533780
70185 -1 -76.238090 -54.167650 -27.274260
70319 -1 -139.371860 -100.568770 3.724870
70497 -1 -72.338710 -53.136420 114.269250
70529 -1 -120.632430 -89.039180 65.557730
70536 -1 -118.286270 -87.349690 64.304050
70857 -1 -25.258370 -19.271640 196.372530
70890 -1 -4.722640 -3.614510 -11.512190
70975 -1 -83.567580 -64.716230 -23.038000
71284 -1 -107.328260 -85.894140 78.553320
71395 -1 -126.386090 -102.353970 27.935440
71681 -1 -4.951810 -4.139730 -11.566740
71683 -1 -4.952030 -4.140840 -11.566250
71908 -1 -53.198520 -45.639740 -150.145380
71957 -1 -137.713110 -118.724460 -18.014630
72312 -1 -144.217260 -129.022510 9.136530
72509 -1 -30.898580 -28.196830 -20.503080
72511 -1 -26.758930 -24.422170 -17.752480
72567 -1 -122.348770 -112.371060 73.656170
72659 -1 -46.503210 -43.133970 21.964420
72848 -1 -79.064860 -74.634780 37.762410
72896 -1 -67.611810 -64.081570 40.612690
72944 -1 -67.140140 -63.985470 26.771800
73182 -1 -39.440340 -38.569740 -21.631680
73184 -1 -38.870910 -38.020930 -21.325900
73470 -1 -58.291230 -58.764360 84.012160
73695 -1 -58.581890 -60.551340 92.442090
73734 -1 -61.204330 -63.549880 155.215890
73996 -1 -121.387520 -129.378890 82.234440
75201 -1 -119.733940 -145.337180 -15.737870
75312 -1 -97.488620 -119.538380 90.093160
75807 -1 -88.383830 -114.324150 -17.674980
76362 -1 -13.107090 -18.005420 -128.964140
76829 -1 -70.608570 -101.961870 -122.565240
76832 -1 -18.330980 -26.492110 129.141220
76901 -1 -55.649520 -81.052920 -34.761750
77052 -1 -81.875230 -121.419670 6.432810
77257 -1 -66.170100 -100.393730 15.516180
77349 -1 -81.095960 -124.176720 -28.550970
77760 -1 -61.847020 -99.628330 107.270310
77952 -1 -28.691570 -47.348690 -110.706370
78072 -1 -55.625500 -92.992260 30.380140
78459 -1 -71.455940 -125.078160 94.636010
79672 -1 -60.491520 -123.507430 -20.233080
80018 -1 -27.949950 -59.978900 -50.828440
80268 -1 -61.261340 -136.197200 -68.719930
80300 -1 -41.634620 -93.036090 -83.217190
80337 -1 -40.271740 -90.474660 -80.748900
80346 -1 -21.742860 -48.924510 60.202000
80383 -1 -49.963430 -112.850480 -117.768300
81018 -1 -60.806910 -151.938050 36.619310
81300 -1 -34.774470 -91.014650 -3.955140
81693 -1 -30.731520 -85.931390 56.150320
82283 -1 -53.658360 -167.041060 -49.444840
82396 -1 -48.421630 -153.956800 -110.066160
82724 -1 -4.825540 -16.431500 -32.757550
82725 -1 -5.411990 -18.430270 -36.747550
82817 -1 -17.030550 -58.887240 -8.982480
82834 -1 -42.877480 -148.634080 -96.918550
82860 -1 -17.676320 -61.673240 138.433160
82926 -1 -33.347390 -117.865780 -99.525320
83101 -1 -38.821780 -142.154270 -121.727340
83591 -1 -25.323800 -103.600590 -9.455490
83609 -1 -11.027050 -45.360640 -31.212190
83945 -1 -11.763010 -52.544680 51.422120
84123 -1 -21.219310 -99.553540 -3.290930
84140 -1 -8.661440 -40.864150 42.754530
84212 -1 -40.608090 -194.611360 -17.831420
84277 -1 -37.182850 -181.440410 -27.418220
84405 -1 -10.270460 -52.047980 -26.569550
84478 -1 -10.140270 -52.439150 -26.683260
84581 -1 -17.728450 -94.257820 -13.268470
84652 -1 -34.823450 -189.561720 -5.994500
84709 -1 -9.976480 -55.106030 -39.198030
84720 -1 -10.738040 -59.476840 -63.992840
84862 -1 -20.645690 -119.090330 76.904920
84893 -1 -27.413370 -159.562450 -62.514070
85523 -1 -4.228740 -30.736680 -33.149750
85605 -1 -8.184640 -61.349560 28.407560
85667 -1 -21.046300 -162.028810 -3.031470
86032 -1 -15.870670 -144.532420 32.394540
86036 -1 -7.284440 -66.495560 125.146350
86087 -1 -7.114090 -66.498640 124.110430
86214 -1 -3.630420 -36.150310 -35.478850
86287 -1 -7.382470 -76.283080 25.779690
86400 -1 -9.911400 -109.341010 6.821250
86707 -1 -14.708110 -198.077410 20.137990
86736 -1 -11.849390 -163.604710 -65.221040
86776 -1 -4.825920 -68.723960 65.100360
86796 -1 -6.625580 -95.619710 -121.951400
86961 -1 -7.458910 -123.818170 -77.822500
86963 -1 -6.675580 -111.055180 -69.796780
86974 -1 -4.344060 -73.437000 38.656550
86990 -1 -1.843760 -31.428750 -49.075350
87937 -1 -0.173730 -18.166130 1.491230
88574 -1 1.732920 -77.460960 -4.103050
88601 -1 1.208620 -50.770620 2.217410
88694 -1 3.961210 -141.917600 -103.224270
88745 -1 4.128320 -134.627560 79.535850
88972 -1 3.623780 -86.248630 68.561970
89042 -1 3.763500 -82.591980 -155.508480
89211 -1 5.127180 -95.004360 -90.113070
89937 -1 2.194340 -23.816560 76.945360
89962 -1 17.194560 -184.389380 -9.377480
91128 -1 16.648360 -107.212300 111.352330
91262 -1 9.605650 -59.080090 48.097310
91438 -1 20.621410 -120.355620 -47.000310
92043 -1 35.600210 -176.310810 67.416030
92403 -1 5.858830 -26.524540 -12.001230
92444 -1 32.896520 -147.313320 -76.655400
93017 -1 30.749820 -121.018320 80.782000
93825 -1 39.457590 -132.318840 -104.288150
93858 -1 38.534970 -128.292410 -103.945900
94223 -1 18.134100 -56.762320 -66.363010
94349 -1 31.645800 -97.045100 5.146590
94557 -1 57.631230 -170.625390 63.131010
94739 -1 36.809290 -105.827720 -115.580060
95149 -1 53.717730 -144.643610 -107.973220
95447 -1 53.794240 -138.385270 31.408450
95501 -1 56.500260 -144.360120 8.435840
96441 -1 47.921780 -107.077510 140.907660
97096 -1 30.648270 -62.872700 -159.294260
97649 -1 23.554680 -44.873000 7.907490
97675 -1 87.899940 -167.021890 34.693790
98036 -1 65.638540 -119.256470 15.285340
98681 -1 50.941980 -85.964620 -119.297780
99240 -1 13.137720 -20.877130 -55.879910
99427 -1 20.208300 -31.455450 165.081110
99438 -1 76.493070 -118.981780 -82.386540
99461 -1 26.321660 -40.843630 -35.434340
99825 -1 44.179510 -65.938630 -40.499030
100017 -1 38.996230 -56.994100 161.542690
101516 -1 87.849560 -110.081980 65.865330
101955 -1 106.875790 -127.789730 14.492870
102141 -1 58.579590 -68.677250 -57.363070
102422 -1 44.452400 -50.559240 125.759330
102485 -1 87.993220 -99.374730 -62.660310
103039 -1 37.362910 -39.874430 -16.679980
103441 -1 89.076830 -91.103210 52.419570
103655 -1 82.770070 -82.705740 98.427100
104214 -1 19.793560 -18.636360 21.818920
104217 -1 19.862730 -18.697890 21.887420
104440 -1 42.082270 -38.773260 -189.203590
104858 -1 136.609620 -120.352590 32.125490
105199 -1 52.761110 -44.832010 133.487780
105312 -1 123.239600 -103.630040 -79.765640
105858 -1 30.257990 -23.972860 -84.186480
105932 -1 127.569940 -100.314740 -19.478800
106106 -1 50.622570 -38.979860 20.320600
106255 -1 65.148460 -49.401040 -14.108780
106557 -1 89.752280 -65.906130 140.173870
106811 -1 95.973670 -68.453300 61.953180
107350 -1 143.598660 -96.383230 45.603690
107427 -1 106.713310 -70.970060 -50.634080
107522 -1 83.142930 -54.720520 -157.468320
107556 -1 95.344050 -62.486060 -32.961960
107649 -1 91.032460 -58.969030 -117.555270
107705 -1 42.182260 -27.107220 -155.263370
108706 -1 68.084470 -38.827320 42.214200
108752 -1 135.016780 -76.530870 45.875940
108870 -1 17.325890 -9.667150 -30.303070
109176 -1 93.353680 -50.154910 50.195650
109422 -1 136.709510 -71.055560 -98.338200
110109 -1 73.828620 -35.111590 -110.996300
110526 -1 119.443310 -53.501550 83.248430
110719 -1 43.353760 -18.864670 -176.631800
110893 -1 19.680330 -8.354700 33.814860
111685 -1 141.372060 -53.209800 123.993430
111766 -1 51.475530 -19.119060 -119.818250
112325 -1 118.578380 -40.209260 -5.809810
112447 -1 151.227850 -50.092160 34.364740
112460 -1 34.787810 -11.500100 35.797330
112774 -1 133.791530 -41.976600 -17.440980
112800 -1 137.225990 -42.853870 100.125720
113283 -1 62.353830 -17.761700 -39.832600
113357 -1 140.535220 -39.326500 55.344290
113368 -1 64.505170 -17.994760 -38.077570
114046 -1 25.815320 -6.213530 -19.187730
114110 -1 45.178340 -10.711090 -12.330130
114176 -1 74.360650 -17.399070 -48.219360
114622 -1 34.756010 -7.184510 55.004210
115064 -1 107.128840 -19.669660 -50.786480
115332 -1 103.456640 -17.487180 32.660900
116132 -1 57.677800 -7.115250 21.080090
116727 -1 30.081860 -2.718150 137.747510
116771 -1 135.954940 -11.923990 13.444900
117059 -1 144.006180 -10.167550 92.134500
117226 -1 89.365490 -5.416510 158.019920
117383 -1 108.798670 -5.677000 125.399170
117712 -1 27.171750 -0.898770 105.461330
118200 -1 166.648660 -1.058660 22.409770
118212 -1 120.231410 -0.668790 127.718600
